ID,roi_c_min,roi_c_max,roi_r_min,roi_r_max,roi_length
3145282,53,157,30,134,65
3145467,60,165,10,115,66
3145522,56,157,24,125,64
3145536,68,157,34,123,56
3145558,73,151,22,100,49
3145574,69,148,24,103,50
3145786,64,149,40,125,54
3145812,62,152,30,120,57
3145827,54,137,40,123,52
3145894,55,154,19,118,62
3145934,68,152,29,113,53
3146175,66,141,25,100,48
3146380,72,155,30,113,52
3146407,71,143,33,105,45
3146665,66,151,32,117,54
3147171,73,151,11,89,49
3147211,64,153,34,123,56
3147244,69,157,17,105,55
3147256,74,149,38,113,48
3147416,69,147,34,112,49
3147465,55,156,26,127,64
3147531,68,167,25,124,62
3147564,64,159,22,117,60
3147588,67,162,22,117,60
3147832,76,144,45,113,43
3147970,64,164,33,133,63
3148122,61,155,38,132,59
3148174,66,155,32,121,56
3148295,65,148,42,125,52
3148303,61,156,31,126,60
3148367,71,154,19,102,52
3148647,64,152,35,123,55
3148696,70,145,33,108,48
3149173,71,154,30,113,52
3149439,57,142,16,101,54
3149505,66,149,39,122,52
3149557,60,145,28,113,54
3149584,71,161,23,113,57
3149617,72,146,29,103,47
3149663,60,160,22,122,63
3149811,69,159,16,106,57
3149867,71,144,33,106,46
3149889,60,155,28,123,60
3149959,72,146,20,94,47
3150000,59,138,26,105,50
3150081,63,162,14,113,62
3150162,79,141,36,98,39
3150209,66,157,26,117,58
3150418,65,159,31,125,59
3150457,62,153,26,117,58
3150504,66,146,41,121,51
3150543,71,151,34,114,51
3150551,69,148,40,119,50
3150656,60,165,13,118,66
3150953,66,157,32,123,58
3151060,54,143,27,116,56
3151093,60,165,15,120,66
3151115,63,146,40,123,52
3151129,61,157,25,121,61
3151275,72,156,23,107,53
3151440,67,163,11,107,61
3151471,54,144,29,119,57
3151505,56,155,32,131,62
3151986,60,145,35,120,54
3152176,61,150,28,117,56
3152456,64,148,32,116,53
3152517,74,143,23,92,44
3152574,67,146,35,114,50
3152926,76,149,28,101,46
3152934,72,141,24,93,44
3152961,65,137,43,115,45
3153105,72,146,28,102,47
3153170,55,156,34,135,64
3153278,53,141,23,111,55
3153523,63,147,17,101,53
3154014,63,151,30,118,55
3154041,69,152,39,122,52
3154100,68,156,3,91,55
3154247,64,148,29,113,53
3154288,65,149,25,109,53
3154374,69,143,49,123,47
3154511,63,154,15,106,58
3154870,69,154,18,103,54
3154993,73,157,25,109,53
3155085,65,144,48,127,50
3155094,65,159,36,130,59
3155136,67,146,41,120,50
3155259,66,160,22,116,59
3155555,65,156,12,103,58
3155766,70,138,61,129,43
3155820,66,146,20,100,51
3155882,66,154,27,115,55
3155900,61,150,27,116,56
3156070,73,142,47,116,44
3156206,71,156,20,105,54
3156326,63,157,30,124,59
3156378,61,140,32,111,50
3156475,69,153,17,101,53
3156532,65,149,46,130,53
3156864,53,149,33,129,61
3156958,68,151,26,109,52
3156991,66,141,26,101,48
3157055,66,160,25,119,59
3157276,69,143,10,84,47
3157333,72,157,25,110,54
3157366,67,141,29,103,47
3157600,66,156,17,107,57
3158266,71,159,35,123,55
3158474,73,146,23,96,46
3158606,66,160,21,115,59
3158612,66,157,26,117,58
3158653,63,147,28,112,53
3158972,60,149,34,123,56
3159091,69,148,36,115,50
3159502,64,149,28,113,54
3159529,70,153,24,107,52
3159626,71,144,41,114,46
3159642,68,146,43,121,49
3159825,52,157,26,131,66
3159921,66,154,20,108,55
3160056,69,152,39,122,52
3160184,61,151,48,138,57
3160312,63,162,20,119,62
3160327,68,157,34,123,56
3160514,50,151,36,137,64
3160530,59,148,34,123,56
3160774,67,150,35,118,52
3160800,63,153,13,103,57
3161153,63,164,14,115,64
3161341,72,141,46,115,44
3161404,51,147,33,129,61
3161443,67,152,37,122,54
3161502,53,152,28,127,62
3161607,69,152,29,112,52
3161683,52,172,34,154,75
3161775,66,157,26,117,58
3161832,71,154,22,105,52
3161848,59,144,47,132,54
3162040,69,148,27,106,50
3162158,51,157,22,128,67
3162230,69,144,35,110,48
3162303,73,151,21,99,49
3162425,68,151,20,103,52
3162766,66,149,34,117,52
3162952,60,144,41,125,53
3162975,64,154,38,128,57
3163048,62,156,33,127,59
3163188,72,144,39,111,45
3163238,60,151,36,127,58
3163521,71,145,26,100,47
3163533,61,156,15,110,60
3163856,67,146,50,129,50
3163872,66,156,17,107,57
3164005,58,143,50,135,54
3164070,66,155,27,116,56
3164189,70,144,45,119,47
3164239,71,140,35,104,44
3164361,71,143,17,89,45
3164413,62,157,24,119,60
3164525,74,146,23,95,45
3164798,72,157,27,112,54
3164829,55,151,41,137,61
3164847,75,154,7,86,50
3164873,65,148,38,121,52
3164980,58,159,19,120,64
3165205,61,130,33,102,44
3165422,73,151,30,108,49
3165458,59,154,14,109,60
3165702,74,148,47,121,47
3166002,61,156,16,111,60
3166187,67,156,17,106,56
3166313,72,146,27,101,47
3166375,72,146,28,102,47
3166580,68,157,34,123,56
3166840,71,151,19,99,51
3166955,71,149,40,118,49
3167075,66,149,44,127,52
3167123,70,160,34,124,57
3167162,66,156,32,122,57
3167364,68,140,20,92,45
3167470,72,144,43,115,45
3167582,64,154,23,113,57
3167690,66,156,26,116,57
3167834,63,141,37,115,49
3168014,56,157,14,115,64
3168059,55,149,24,118,59
3168175,42,133,31,122,58
3168461,69,144,46,121,48
3168483,63,146,29,112,52
3168698,58,157,27,126,62
3168794,67,158,25,116,58
3168821,68,151,12,95,52
3168993,68,156,16,104,55
3169099,67,142,38,113,48
3169276,66,154,18,106,55
3169512,62,157,15,110,60
3169646,71,151,21,101,51
3169880,71,145,40,114,47
3169931,68,143,37,112,48
3170008,64,148,43,127,53
3170380,63,159,18,114,61
3170391,71,151,37,117,51
3170556,69,149,32,112,51
3170805,65,156,30,121,58
3170948,68,148,25,105,51
3170954,66,154,38,126,55
3171039,70,145,15,90,48
3171792,68,146,23,101,49
3171997,68,151,21,104,52
3172009,71,139,34,102,43
3172091,71,156,22,107,54
3172203,64,153,29,118,56
3172228,48,153,20,125,66
3172479,51,140,17,106,56
3172550,71,144,44,117,46
3172573,63,162,28,127,62
3172661,61,149,38,126,55
3173597,63,159,29,125,61
3173814,70,148,27,105,49
3174123,74,154,41,121,51
3174236,52,152,32,132,63
3174245,52,147,28,123,60
3174388,58,162,22,126,65
3174396,63,151,35,123,55
3174466,71,154,10,93,52
3174701,61,145,40,124,53
3175019,69,147,18,96,49
3175297,68,146,54,132,49
3175351,65,148,29,112,52
3175707,64,144,29,109,51
3175726,77,157,52,132,51
3175835,60,154,25,119,59
3175914,69,148,23,102,50
3176198,74,147,32,105,46
3176408,66,146,23,103,51
3176423,74,152,31,109,49
3176767,63,159,25,121,61
3176836,63,151,35,123,55
3176858,62,152,28,118,57
3176863,54,150,22,118,61
3177240,66,156,24,114,57
3177413,67,146,25,104,50
3177501,60,143,44,127,52
3178166,53,152,22,121,62
3178192,67,163,20,116,61
3178226,61,146,17,102,54
3178447,55,144,39,128,56
3178586,63,159,18,114,61
3178813,70,145,17,92,48
3178875,63,146,32,115,52
3179031,65,153,38,126,55
3179489,62,151,41,130,56
3179545,63,152,33,122,56
3179649,66,160,24,118,59
3179730,72,145,22,95,46
3179762,63,157,18,112,59
3179840,53,147,44,138,59
3179942,56,151,37,132,60
3180037,49,154,30,135,66
3180079,51,157,28,134,67
3180107,69,148,29,108,50
3180513,73,151,19,97,49
3180671,66,155,32,121,56
3181204,68,151,27,110,52
3181251,69,149,34,114,51
3181282,70,145,37,112,48
3181762,68,156,18,106,55
3181955,56,151,27,122,60
3182406,68,152,33,117,53
3182691,74,146,32,104,45
3182755,69,153,41,125,53
3182908,60,150,28,118,57
3182959,61,156,29,124,60
3183191,66,154,19,107,55
3183356,70,145,18,93,48
3183425,66,154,26,114,55
3183507,74,141,19,86,42
3183721,69,148,18,97,50
3183733,66,155,33,122,56
3183843,69,154,16,101,54
3184007,54,145,19,110,58
3184055,69,142,48,121,46
3184120,68,157,27,116,56
3184254,68,157,29,118,56
3184506,63,152,38,127,56
3184735,77,157,28,108,51
3184891,72,146,27,101,47
3184973,72,156,18,102,53
3185067,71,144,42,115,46
3185192,69,159,24,114,57
3185353,66,154,34,122,55
3185368,59,153,38,132,59
3185385,64,143,41,120,50
3185394,68,162,21,115,59
3185473,69,149,17,97,51
3185709,64,158,36,130,59
3185745,57,152,37,132,60
3185758,69,148,26,105,50
3185838,62,146,38,122,53
3185897,71,145,42,116,47
3185951,69,154,21,106,54
3186074,55,155,18,118,63
3186171,61,152,28,119,58
3186482,73,147,51,125,47
3186502,61,162,16,117,64
3186547,60,149,25,114,56
3186588,65,150,27,112,54
3186607,67,146,32,111,50
3186610,66,154,23,111,55
3186746,68,162,9,103,59
3186801,49,148,36,135,62
3186854,61,155,28,122,59
3186905,67,152,30,115,54
3187410,66,149,30,113,52
3187478,61,145,46,130,53
3187556,68,151,26,109,52
3187712,63,146,27,110,52
3187771,67,146,32,111,50
3187794,69,157,14,102,55
3188302,71,150,46,125,50
3188504,74,162,12,100,55
3188603,65,148,28,111,52
3188644,58,147,29,118,56
3188793,69,152,26,109,52
3188810,69,157,16,104,55
3188855,66,144,30,108,49
3188912,63,157,21,115,59
3189172,64,138,33,107,47
3189294,63,153,22,112,57
3189383,62,145,38,121,52
3189399,71,160,25,114,56
3189400,66,154,25,113,55
3189525,66,151,-2,83,54
3189630,62,146,27,111,53
3189802,65,159,18,112,59
3189888,66,155,27,116,56
3189963,68,151,25,108,52
3190012,56,162,19,125,67
3190241,63,153,21,111,57
3190344,77,160,20,103,52
3190879,70,159,31,120,56
3191021,66,156,26,116,57
3191326,60,160,18,118,63
3191469,65,159,32,126,59
3191481,66,161,23,118,60
3191695,66,149,40,123,52
3191720,61,167,14,120,67
3191779,70,159,27,116,56
3191864,68,152,29,113,53
3192044,69,143,47,121,47
3192072,72,140,66,134,43
3192283,61,160,27,126,62
3192450,72,141,30,99,44
3192464,70,150,30,110,51
3192586,71,154,31,114,52
3192595,66,161,19,114,60
3192869,66,149,41,124,52
3193047,71,160,34,123,56
3193096,62,151,38,127,56
3193125,63,148,29,114,54
3193265,65,160,25,120,60
3193369,82,161,67,146,50
3193456,60,154,32,126,59
3193591,67,158,19,110,58
3193741,71,149,34,112,49
3193885,64,153,34,123,56
3193894,59,149,25,115,57
3193934,71,140,34,103,44
3194091,62,152,29,119,57
3194256,61,155,23,117,59
3194443,61,160,16,115,62
3194699,61,156,25,120,60
3194724,69,142,41,114,46
3194825,61,152,38,129,58
3194848,63,157,23,117,59
3194992,69,153,20,104,53
3195177,63,143,29,109,51
3195579,53,142,3,92,56
3195603,64,149,17,102,54
3195635,73,142,33,102,44
3195672,66,154,31,119,55
3195690,74,141,36,103,42
3195760,64,144,42,122,51
3195861,72,155,27,110,52
3195971,67,139,57,129,45
3196129,52,152,43,143,63
3196147,56,144,35,123,55
3196281,64,142,25,103,49
3196505,61,156,24,119,60
3196557,71,159,16,104,55
3196710,71,151,27,107,51
3196890,61,139,15,93,49
3196995,69,159,17,107,57
3197218,57,147,46,136,57
3197480,71,154,24,107,52
3197764,63,157,20,114,59
3197788,63,151,26,114,55
3197841,75,154,15,94,50
3197990,67,152,23,108,54
3198034,69,149,26,106,51
3198104,72,141,58,127,44
3198182,61,152,33,124,58
3198423,63,153,24,114,57
3198809,67,146,38,117,50
3198880,66,160,20,114,59
3199113,64,154,27,117,57
3199264,62,152,34,124,57
3199380,60,154,15,109,59
3199410,57,148,13,104,58
3199589,67,146,32,111,50
3199727,69,138,36,105,44
3199805,66,146,33,113,51
3199866,74,146,16,88,45
3199901,66,141,44,119,48
3200129,65,155,35,125,57
3200337,68,156,15,103,55
3200365,63,151,30,118,55
3200427,67,158,16,107,58
3200617,71,144,27,100,46
3200890,45,155,19,129,69
3200908,66,154,22,110,55
3201026,71,154,27,110,52
3201042,67,139,35,107,45
3201430,63,152,33,122,56
3201512,67,156,28,117,56
3201711,74,143,18,87,44
3201874,72,151,33,112,50
3201931,63,143,33,113,51
3202257,75,137,59,121,39
3202387,66,154,22,110,55
3202393,69,152,25,108,52
3202731,56,162,13,119,67
3202796,65,143,39,117,49
3202886,55,143,13,101,55
3202903,61,160,17,116,62
3202972,63,143,41,121,51
3203290,56,147,27,118,58
3203377,61,151,31,121,57
3203498,64,149,27,112,54
3203531,68,147,40,119,50
3203596,59,159,30,130,63
3203642,55,155,15,115,63
3203825,67,152,32,117,54
3203921,66,155,35,124,56
3204015,66,149,37,120,52
3204204,64,137,51,124,46
3204216,69,148,18,97,50
3204279,63,141,44,122,49
3204444,68,167,19,118,62
3204708,63,164,18,119,64
3205023,58,170,11,123,71
3205197,65,143,44,122,49
3205322,64,152,44,132,55
3205345,62,157,35,130,60
3205358,60,155,29,124,60
3205407,72,146,23,97,47
3205589,60,149,24,113,56
3205679,61,135,32,106,47
3205818,72,163,60,151,58
3205925,69,152,21,104,52
3206006,60,154,33,127,59
3206367,69,141,35,107,45
3206493,58,146,35,123,55
3206507,66,144,51,129,49
3206534,69,148,26,105,50
3206615,73,147,21,95,47
3206879,69,159,26,116,57
3207035,70,145,35,110,48
3207170,63,162,21,120,62
3207385,69,148,26,105,50
3207447,62,150,43,131,55
3207514,68,162,15,109,59
3207717,69,153,26,110,53
3207800,63,138,57,132,48
3207852,70,144,25,99,47
3208005,69,154,21,106,54
3208021,67,162,11,106,60
3208084,65,143,33,111,49
3208240,63,138,40,115,48
3208355,72,156,18,102,53
3208501,54,148,43,137,59
3208560,61,151,27,117,57
3208798,71,144,42,115,46
3208896,68,156,13,101,55
3209579,72,157,29,114,54
3209826,69,152,18,101,52
3209940,77,141,39,103,41
3210011,71,159,17,105,55
3210429,63,157,33,127,59
3210473,68,156,23,111,55
3210508,68,151,28,111,52
3210676,66,154,27,115,55
3210846,58,137,39,118,50
3210881,60,160,16,116,63
3211074,66,154,17,105,55
3211185,89,173,60,144,53
3211314,55,149,39,133,59
3211377,73,146,33,106,46
3211451,50,157,31,138,68
3211607,74,158,59,143,53
3211746,64,154,20,110,57
3211832,66,155,33,122,56
3212094,62,150,40,128,55
3212117,72,156,22,106,53
3212136,71,151,16,96,51
3212390,56,161,23,128,66
3212526,70,158,16,104,55
3212542,68,157,22,111,56
3212561,63,153,28,118,57
3212664,72,156,7,91,53
3212688,63,162,13,112,62
3213001,61,149,24,112,55
3213032,66,162,27,123,61
3213129,67,156,13,102,56
3213131,56,157,18,119,64
3213252,69,143,42,116,47
3213316,70,149,29,108,50
3213406,64,149,19,104,54
3213440,63,157,25,119,59
3213566,66,154,33,121,55
3213680,71,140,32,101,44
3213734,70,145,21,96,48
3213941,69,152,18,101,52
3213962,57,147,33,123,57
3214103,58,154,28,124,61
3214128,63,162,18,117,62
3214212,71,145,28,102,47
3214481,67,146,37,116,50
3214497,40,152,36,148,71
3214525,68,162,18,112,59
3214659,55,154,33,132,62
3214720,69,148,9,88,50
3214737,69,142,54,127,46
3214751,67,152,23,108,54
3214831,66,150,28,112,53
3215020,60,160,22,122,63
3215161,72,141,26,95,44
3215183,68,146,37,115,49
3215325,71,151,23,103,51
3215332,66,154,38,126,55
3215491,49,148,24,123,62
3215546,69,144,51,126,48
3215569,71,146,49,124,48
3215773,68,152,21,105,53
3215830,62,157,22,117,60
3215886,72,156,12,96,53
3216338,67,156,18,107,56
3216605,59,153,31,125,59
3216684,71,144,19,92,46
3216759,76,164,30,118,55
3216839,68,151,27,110,52
3216955,60,164,11,115,65
3217331,61,141,23,103,51
3217611,69,157,26,114,55
3217628,66,155,16,105,56
3218124,69,154,30,115,54
3218336,66,149,51,134,52
3218567,75,153,49,127,49
3218849,40,177,19,156,86
3219120,68,146,36,114,49
3219219,56,160,15,119,65
3219366,38,170,-3,129,83
3219539,74,143,34,103,44
3219809,75,137,57,119,39
3219929,59,148,51,140,56
3219988,65,144,24,103,50
3220049,65,145,41,121,51
3220227,63,151,35,123,55
3220361,72,146,33,107,47
3220475,56,146,26,116,57
3220560,75,144,60,129,44
3220623,63,157,13,107,59
3220958,58,170,9,121,71
3221020,72,151,26,105,50
3221051,71,151,35,115,51
3221142,69,147,41,119,49
3221183,59,147,21,109,55
3221270,72,144,41,113,45
3221387,67,141,17,91,47
3221417,72,146,22,96,47
3221524,71,144,15,88,46
3221552,63,151,37,125,55
3221569,57,152,33,128,60
3221627,68,143,47,122,48
3221694,64,154,20,110,57
3221877,62,152,31,121,57
3221895,62,140,54,132,49
3221990,66,146,32,112,51
3222034,71,146,51,126,48
3222099,70,145,36,111,48
3222120,65,159,28,122,59
3222151,68,148,27,107,51
3222293,74,141,50,117,42
3222423,72,140,37,105,43
3222790,69,144,33,108,48
3222836,66,161,1,96,60
3222891,66,151,23,108,54
3223407,61,152,25,116,58
3223478,63,157,25,119,59
3223665,61,162,18,119,64
3223698,65,150,33,118,54
3223794,60,145,39,124,54
3223948,60,154,26,120,59
3223954,74,148,30,104,47
3224226,69,157,22,110,55
3224299,53,144,22,113,58
3224541,69,152,14,97,52
3224625,76,144,22,90,43
3224736,65,159,13,107,59
3224897,66,156,27,117,57
3225045,72,147,37,112,48
3225140,58,165,9,116,68
3225228,69,149,28,108,51
3225272,69,159,17,107,57
3225531,57,146,20,109,56
3225854,58,143,44,129,54
3225893,71,149,44,122,49
3225921,63,152,25,114,56
3226013,57,147,25,115,57
3226075,72,151,28,107,50
3226236,51,152,49,150,64
3226245,60,145,27,112,54
3226347,67,146,40,119,50
3226457,62,153,39,130,58
3226470,62,157,30,125,60
3226516,69,157,18,106,55
3226725,68,152,54,138,53
3226810,70,145,29,104,48
3227300,57,142,39,124,54
3227580,69,148,28,107,50
3227692,63,148,29,114,54
3227827,62,156,14,108,59
3227853,66,151,29,114,54
3228200,64,164,15,115,63
3228427,66,150,56,140,53
3228518,67,156,26,115,56
3228755,59,148,32,121,56
3228914,67,151,34,118,53
3229012,68,146,41,119,49
3229109,62,150,30,118,55
3229158,69,153,37,121,53
3229180,55,151,36,132,61
3229615,70,161,21,112,58
3229650,67,142,43,118,48
3229718,68,152,31,115,53
3229865,69,143,32,106,47
3229975,71,143,48,120,45
3230152,63,137,38,112,47
3230202,65,156,16,107,58
3230231,64,158,39,133,59
3230374,67,158,16,107,58
3230391,67,146,33,112,50
3230604,66,146,15,95,51
3230706,54,143,39,128,56
3230712,67,146,36,115,50
3230771,63,146,39,122,52
3230849,66,151,44,129,54
3230987,61,151,29,119,57
3231053,68,141,41,114,46
3231208,71,154,25,108,52
3231389,66,134,53,121,43
3231390,63,158,31,126,60
3231401,62,157,14,109,60
3231493,62,145,40,123,52
3231583,68,146,36,114,49
3231664,67,152,19,104,54
3231718,70,145,19,94,48
3231843,68,148,36,116,51
3231997,56,147,28,119,58
3232171,66,154,26,114,55
3232211,64,149,36,121,54
3232256,61,151,24,114,57
3232330,57,147,27,117,57
3232502,63,137,52,126,47
3232797,71,162,19,110,58
3232957,46,130,19,103,53
3232966,63,157,31,125,59
3233004,68,152,23,107,53
3233037,66,161,18,113,60
3233065,65,143,27,105,49
3233205,69,153,27,111,53
3233249,66,155,20,109,56
3233266,70,144,30,104,47
3233270,63,151,11,99,55
3233409,67,152,15,100,54
3233474,52,146,36,130,59
3233830,66,151,28,113,54
3234075,72,147,16,91,48
3234291,66,154,12,100,55
3234347,66,156,28,118,57
3234364,65,143,41,119,49
3234396,62,152,30,120,57
3234405,64,149,31,116,54
3234418,74,148,57,131,47
3234565,69,157,31,119,55
3234810,65,155,27,117,57
3235131,67,156,30,119,56
3235224,58,152,43,137,59
3235351,68,156,14,102,55
3235379,67,141,26,100,47
3235406,66,154,16,104,55
3235521,61,155,41,135,59
3235636,66,154,25,113,55
3235658,71,146,32,107,48
3235995,54,145,44,135,58
3236384,46,145,37,136,62
3236486,66,160,27,121,59
3236880,71,154,20,103,52
3236929,65,159,21,115,59
3236947,65,153,40,128,55
3237111,71,145,32,106,47
3237167,67,145,41,119,49
3237271,68,143,44,119,48
3237285,74,147,22,95,46
3237294,69,149,39,119,51
3237525,68,143,27,102,48
3237532,73,142,34,103,44
3237614,72,150,41,119,49
3237641,59,153,35,129,59
3237743,66,154,9,97,55
3238056,68,148,22,102,51
3238312,63,152,36,125,56
3238415,71,154,28,111,52
3238496,64,148,46,130,53
3238530,59,142,32,115,52
3238559,60,148,27,115,55
3238632,69,159,17,107,57
3238676,58,162,16,120,65
3238709,69,154,22,107,54
3238838,71,160,14,103,56
3238881,62,157,24,119,60
3238897,71,154,12,95,52
3238937,61,145,35,119,53
3238965,63,152,39,128,56
3239029,63,167,15,119,65
3239279,68,148,33,113,51
3239300,59,147,49,137,55
3239517,63,138,47,122,48
3239536,69,154,26,111,54
3239759,64,149,27,112,54
3239827,72,156,18,102,53
3239839,59,160,20,121,64
3240112,48,138,51,141,57
3240127,65,154,23,112,56
3240203,59,153,24,118,59
3240395,63,168,12,117,66
3240655,73,151,50,128,49
3240661,59,155,20,116,61
3241052,70,144,24,98,47
3241177,69,148,21,100,50
3241405,64,154,25,115,57
3241826,55,145,33,123,57
3241968,65,148,34,117,52
3242014,61,156,25,120,60
3242113,66,154,33,121,55
3242175,60,164,17,121,65
3242202,69,158,33,122,56
3242215,67,141,43,117,47
3242322,71,154,23,106,52
3242589,66,149,34,117,52
3242698,46,147,33,134,64
3242768,67,146,23,102,50
3243143,72,155,18,101,52
3243232,59,147,31,119,55
3243305,70,150,42,122,51
3243370,67,147,37,117,51
3243392,64,154,22,112,57
3243585,58,152,15,109,59
3243646,56,145,29,118,56
3243681,74,152,34,112,49
3243711,69,152,20,103,52
3243735,75,144,46,115,44
3244085,67,152,32,117,54
3244163,63,162,15,114,62
3244230,60,154,32,126,59
3244262,75,138,29,92,40
3244277,58,138,29,109,51
3244673,60,154,35,129,59
3244721,68,148,38,118,51
3244900,71,149,29,107,49
3245092,77,139,31,93,39
3245172,55,151,28,124,61
3245240,65,143,41,119,49
3245294,67,156,20,109,56
3245452,63,152,30,119,56
3245475,64,154,13,103,57
3245548,61,162,24,125,64
3245720,64,164,22,122,63
3245782,65,150,27,112,54
3245798,52,152,33,133,63
3245888,68,143,29,104,48
3246126,66,170,11,115,65
3246183,59,154,21,116,60
3246348,63,159,31,127,61
3246387,62,157,17,112,60
3246422,64,153,34,123,56
3246445,73,151,9,87,49
3246463,58,143,39,124,54
3246491,73,151,32,110,49
3246500,66,165,4,103,62
3246524,63,148,23,108,54
3246569,61,152,33,124,58
3246597,69,154,28,113,54
3246653,72,145,29,102,46
3246702,68,152,35,119,53
3246764,67,146,20,99,50
3246773,92,170,63,141,49
3246808,62,153,26,117,58
3246859,66,156,29,119,57
3246967,71,143,53,125,45
3247147,73,145,48,120,45
